country,energy,year,production
South Sudan,Petroleum and other liquids (quad Btu),2020,0.30242832
Spain,Petroleum and other liquids (quad Btu),2020,0.001160954
Sudan,Petroleum and other liquids (quad Btu),2020,0.118327656
Suriname,Petroleum and other liquids (quad Btu),2020,0.03592089
Syria,Petroleum and other liquids (quad Btu),2020,0.119475674
Taiwan,Petroleum and other liquids (quad Btu),2020,0.001335382
Tajikistan,Petroleum and other liquids (quad Btu),2020,0.000680057
Thailand,Petroleum and other liquids (quad Btu),2020,0.799944409
Timor-Leste,Petroleum and other liquids (quad Btu),2020,0.02731092
Trinidad and Tobago,Petroleum and other liquids (quad Btu),2020,0.155614222
Tunisia,Petroleum and other liquids (quad Btu),2020,0.070923998
Turkiye,Petroleum and other liquids (quad Btu),2020,0.134558074
Turkmenistan,Petroleum and other liquids (quad Btu),2020,0.455051807
Ukraine,Petroleum and other liquids (quad Btu),2020,0.103744472
United Arab Emirates,Petroleum and other liquids (quad Btu),2020,7.687780821
United Kingdom,Petroleum and other liquids (quad Btu),2020,2.156850888
United States,Petroleum and other liquids (quad Btu),2020,30.38931152
Uzbekistan,Petroleum and other liquids (quad Btu),2020,0.081782384
Venezuela,Petroleum and other liquids (quad Btu),2020,1.210279546
Vietnam,Petroleum and other liquids (quad Btu),2020,0.443190748
Yemen,Petroleum and other liquids (quad Btu),2020,0.122112875
Albania,Natural gas (quad Btu),2021,0.002080412
Algeria,Natural gas (quad Btu),2021,3.910748883
Angola,Natural gas (quad Btu),2021,0.218953509
Argentina,Natural gas (quad Btu),2021,1.491854584
Australia,Natural gas (quad Btu),2021,5.479908661
Austria,Natural gas (quad Btu),2021,0.024666475
Azerbaijan,Natural gas (quad Btu),2021,1.160078497
Bahrain,Natural gas (quad Btu),2021,0.675746275
Bangladesh,Natural gas (quad Btu),2021,0.920379156
Barbados,Natural gas (quad Btu),2021,0.000360834
Belarus,Natural gas (quad Btu),2021,0.00270738
Belgium,Natural gas (quad Btu),2021,0.000190075
Bolivia,Natural gas (quad Btu),2021,0.574768328
Brazil,Natural gas (quad Btu),2021,0.787684791
Brunei,Natural gas (quad Btu),2021,0.420341795
Bulgaria,Natural gas (quad Btu),2021,0.001280455
Burma,Natural gas (quad Btu),2021,0.64053704
Cameroon,Natural gas (quad Btu),2021,0.086375937
Canada,Natural gas (quad Btu),2021,6.525499017
Chile,Natural gas (quad Btu),2021,0.046621052
China,Natural gas (quad Btu),2021,7.520776194
Colombia,Natural gas (quad Btu),2021,0.374781687
Congo-Brazzaville,Natural gas (quad Btu),2021,0.015344414
Cote d'Ivoire,Natural gas (quad Btu),2021,0.088213306
Croatia,Natural gas (quad Btu),2021,0.02674047
Cuba,Natural gas (quad Btu),2021,0.030479307
Czechia,Natural gas (quad Btu),2021,0.007455867
Denmark,Natural gas (quad Btu),2021,0.074364721
Ecuador,Natural gas (quad Btu),2021,0.011116827
Egypt,Natural gas (quad Btu),2021,2.521673165
Equatorial Guinea,Natural gas (quad Btu),2021,0.220526713
France,Natural gas (quad Btu),2021,0.00090831
Gabon,Natural gas (quad Btu),2021,0.016786419
Georgia,Natural gas (quad Btu),2021,0.000373315
Germany,Natural gas (quad Btu),2021,0.161903781
Ghana,Natural gas (quad Btu),2021,0.107988353
Greece,Natural gas (quad Btu),2021,0.000170432
Guatemala,Natural gas (quad Btu),2021,0.000120332
Hungary,Natural gas (quad Btu),2021,0.050844934
India,Natural gas (quad Btu),2021,1.20030778
Indonesia,Natural gas (quad Btu),2021,2.269223411
Iran,Natural gas (quad Btu),2021,9.535614917
Iraq,Natural gas (quad Btu),2021,0.354585368
Ireland,Natural gas (quad Btu),2021,0.055926753
Israel,Natural gas (quad Btu),2021,0.684660566
Italy,Natural gas (quad Btu),2021,0.115374665
Japan,Natural gas (quad Btu),2021,0.091109386
Jordan,Natural gas (quad Btu),2021,0.006755417
Kazakhstan,Natural gas (quad Btu),2021,1.078673993
Kuwait,Natural gas (quad Btu),2021,0.599556114
Kyrgyzstan,Natural gas (quad Btu),2021,0.000863834
Libya,Natural gas (quad Btu),2021,0.43036653
Malaysia,Natural gas (quad Btu),2021,2.633773983
Mexico,Natural gas (quad Btu),2021,1.083958234
Moldova,Natural gas (quad Btu),2021,0.000000348
Morocco,Natural gas (quad Btu),2021,0.004297338
Mozambique,Natural gas (quad Btu),2021,0.209535847
Netherlands,Natural gas (quad Btu),2021,0.680686834
New Zealand,Natural gas (quad Btu),2021,0.149107759
Niger,Natural gas (quad Btu),2021,0.001083793
Nigeria,Natural gas (quad Btu),2021,1.600976241
Norway,Natural gas (quad Btu),2021,4.463440512
Oman,Natural gas (quad Btu),2021,1.374075096
Pakistan,Natural gas (quad Btu),2021,0.871129827
Papua New Guinea,Natural gas (quad Btu),2021,0.41807562
Peru,Natural gas (quad Btu),2021,0.484332502
Philippines,Natural gas (quad Btu),2021,0.119293877
Poland,Natural gas (quad Btu),2021,0.150443866
Qatar,Natural gas (quad Btu),2021,6.594875906
Romania,Natural gas (quad Btu),2021,0.323682204
Russia,Natural gas (quad Btu),2021,27.79230552
Rwanda,Natural gas (quad Btu),2021,0.00229892
Saudi Arabia,Natural gas (quad Btu),2021,4.273360955
Senegal,Natural gas (quad Btu),2021,0.001734899
Serbia,Natural gas (quad Btu),2021,0.013537294
Slovakia,Natural gas (quad Btu),2021,0.002049055
Slovenia,Natural gas (quad Btu),2021,0.000174275
South Africa,Natural gas (quad Btu),2021,0.002677473
South Korea,Natural gas (quad Btu),2021,0.002179466
Spain,Natural gas (quad Btu),2021,0.00182382
Suriname,Natural gas (quad Btu),2021,0.000261097
Syria,Natural gas (quad Btu),2021,0.122096182
Taiwan,Natural gas (quad Btu),2021,0.002864172
Tajikistan,Natural gas (quad Btu),2021,0.000683131
Tanzania,Natural gas (quad Btu),2021,0.052128707
Thailand,Natural gas (quad Btu),2021,1.171437382
Timor-Leste,Natural gas (quad Btu),2021,0.225998851
Trinidad and Tobago,Natural gas (quad Btu),2021,0.949265625
Tunisia,Natural gas (quad Btu),2021,0.059329466
Turkiye,Natural gas (quad Btu),2021,0.014272959
Turkmenistan,Natural gas (quad Btu),2021,2.984206031
Ukraine,Natural gas (quad Btu),2021,0.637242164
United Arab Emirates,Natural gas (quad Btu),2021,2.031890907
United Kingdom,Natural gas (quad Btu),2021,1.23954782
United States,Natural gas (quad Btu),2021,35.80685922
Uzbekistan,Natural gas (quad Btu),2021,1.784809793
Venezuela,Natural gas (quad Btu),2021,0.812330426
Vietnam,Natural gas (quad Btu),2021,0.255356877
Yemen,Natural gas (quad Btu),2021,0.000393407
Albania,Natural gas (quad Btu),2023,0.001763143
Algeria,Natural gas (quad Btu),2023,3.934053853
Angola,Natural gas (quad Btu),2023,0.22127184
Argentina,Natural gas (quad Btu),2023,1.612318748
Australia,Natural gas (quad Btu),2023,5.635767904
Austria,Natural gas (quad Btu),2023,0.019882312
Azerbaijan,Natural gas (quad Btu),2023,1.322766257
Bahrain,Natural gas (quad Btu),2023,0.722839668
Bangladesh,Natural gas (quad Btu),2023,0.822614525
Barbados,Natural gas (quad Btu),2023,0.000294206
Belarus,Natural gas (quad Btu),2023,0.002508341
Belgium,Natural gas (quad Btu),2023,0.000475187
Bolivia,Natural gas (quad Btu),2023,0.45398195
Brazil,Natural gas (quad Btu),2023,0.758229433
Brunei,Natural gas (quad Btu),2023,0.37210859
Bulgaria,Natural gas (quad Btu),2023,0.000372896
Burma,Natural gas (quad Btu),2023,0.504324666
Cameroon,Natural gas (quad Btu),2023,0.087097372
Canada,Natural gas (quad Btu),2023,7.218853197
Chile,Natural gas (quad Btu),2023,0.050477748
China,Natural gas (quad Btu),2023,8.494122837
Colombia,Natural gas (quad Btu),2023,0.358469883
Congo-Brazzaville,Natural gas (quad Btu),2023,0.015714159
Cote d'Ivoire,Natural gas (quad Btu),2023,0.087439299
Croatia,Natural gas (quad Btu),2023,0.026015441
Cuba,Natural gas (quad Btu),2023,0.02978199
Czechia,Natural gas (quad Btu),2023,0.005972086
Denmark,Natural gas (quad Btu),2023,0.079957129
Ecuador,Natural gas (quad Btu),2023,0.0101082
Egypt,Natural gas (quad Btu),2023,2.114235644
Equatorial Guinea,Natural gas (quad Btu),2023,0.222321559
France,Natural gas (quad Btu),2023,0.000720105
Gabon,Natural gas (quad Btu),2023,0.017119189
Georgia,Natural gas (quad Btu),2023,0.000357522
Germany,Natural gas (quad Btu),2023,0.138742291
Ghana,Natural gas (quad Btu),2023,0.115200933
Greece,Natural gas (quad Btu),2023,0.000068651
Guatemala,Natural gas (quad Btu),2023,7.41E-05
Hungary,Natural gas (quad Btu),2023,0.054906706
India,Natural gas (quad Btu),2023,1.300326995
Indonesia,Natural gas (quad Btu),2023,2.259197585
Iran,Natural gas (quad Btu),2023,9.885726942
Iraq,Natural gas (quad Btu),2023,0.389591738
Ireland,Natural gas (quad Btu),2023,0.041728235
Israel,Natural gas (quad Btu),2023,0.879452112
Italy,Natural gas (quad Btu),2023,0.100309805
Japan,Natural gas (quad Btu),2023,0.07983583
Jordan,Natural gas (quad Btu),2023,0.005918858
Kazakhstan,Natural gas (quad Btu),2023,1.160234936
Kuwait,Natural gas (quad Btu),2023,0.710173634
Kyrgyzstan,Natural gas (quad Btu),2023,0.001058869
Libya,Natural gas (quad Btu),2023,0.412631276
Malaysia,Natural gas (quad Btu),2023,2.763671429
Mexico,Natural gas (quad Btu),2023,1.207432118
Morocco,Natural gas (quad Btu),2023,0.002027586
Mozambique,Natural gas (quad Btu),2023,0.347203915
Netherlands,Natural gas (quad Btu),2023,0.37246859
New Zealand,Natural gas (quad Btu),2023,0.14287211
Niger,Natural gas (quad Btu),2023,0.000984479
Nigeria,Natural gas (quad Btu),2023,1.414210739
Norway,Natural gas (quad Btu),2023,4.524764203
Oman,Natural gas (quad Btu),2023,1.495655141
Pakistan,Natural gas (quad Btu),2023,0.841248421
Papua New Guinea,Natural gas (quad Btu),2023,0.427803087
Peru,Natural gas (quad Btu),2023,0.623787507
Philippines,Natural gas (quad Btu),2023,0.084995613
Poland,Natural gas (quad Btu),2023,0.142795144
Qatar,Natural gas (quad Btu),2023,6.740682322
Romania,Natural gas (quad Btu),2023,0.337082854
Russia,Natural gas (quad Btu),2023,23.27095559
Rwanda,Natural gas (quad Btu),2023,0.002338288
Saudi Arabia,Natural gas (quad Btu),2023,4.482017585
Senegal,Natural gas (quad Btu),2023,0.001099941
Serbia,Natural gas (quad Btu),2023,0.011815782
Slovakia,Natural gas (quad Btu),2023,0.001718605
Slovenia,Natural gas (quad Btu),2023,0.000151707
South Africa,Natural gas (quad Btu),2023,0.0024438
Spain,Natural gas (quad Btu),2023,0.001314008
Suriname,Natural gas (quad Btu),2023,0.000263437
Syria,Natural gas (quad Btu),2023,0.102151174
Taiwan,Natural gas (quad Btu),2023,0.002145768
Tajikistan,Natural gas (quad Btu),2023,0.000683131
Tanzania,Natural gas (quad Btu),2023,0.074522793
Thailand,Natural gas (quad Btu),2023,1.021750941
Timor-Leste,Natural gas (quad Btu),2023,0.019412135
Trinidad and Tobago,Natural gas (quad Btu),2023,0.959291986
Tunisia,Natural gas (quad Btu),2023,0.04927719
Turkiye,Natural gas (quad Btu),2023,0.029287083
Turkmenistan,Natural gas (quad Btu),2023,3.116083436
U.S. Territories,Natural gas (quad Btu),2023,0
Ukraine,Natural gas (quad Btu),2023,0.595662465
United Arab Emirates,Natural gas (quad Btu),2023,2.063160338
United Kingdom,Natural gas (quad Btu),2023,1.295656229
United States,Natural gas (quad Btu),2023,39.16418595
Uzbekistan,Natural gas (quad Btu),2023,1.553280555
Venezuela,Natural gas (quad Btu),2023,0.916428976
Vietnam,Natural gas (quad Btu),2023,0.273663498
Yemen,Natural gas (quad Btu),2023,0.000393407
Albania,Natural gas (quad Btu),2022,0.001785942
Algeria,Natural gas (quad Btu),2022,3.782390834
Angola,Natural gas (quad Btu),2022,0.203865956
Argentina,Natural gas (quad Btu),2022,1.625043414
Australia,Natural gas (quad Btu),2022,5.727993749
Austria,Natural gas (quad Btu),2022,0.022389719
Azerbaijan,Natural gas (quad Btu),2022,1.263607072
Bahrain,Natural gas (quad Btu),2022,0.68284933
Bangladesh,Natural gas (quad Btu),2022,0.877563411
Barbados,Natural gas (quad Btu),2022,0.000294412
Belarus,Natural gas (quad Btu),2022,0.00270738
Belgium,Natural gas (quad Btu),2022,0.000493464
Bolivia,Natural gas (quad Btu),2022,0.522137816
Brazil,Natural gas (quad Btu),2022,0.74463042
Brunei,Natural gas (quad Btu),2022,0.386308962
Bulgaria,Natural gas (quad Btu),2022,0.000743933
Burma,Natural gas (quad Btu),2022,0.560753117
Cameroon,Natural gas (quad Btu),2022,0.08895186
Canada,Natural gas (quad Btu),2022,6.981014214
Chile,Natural gas (quad Btu),2022,0.0506622
China,Natural gas (quad Btu),2022,7.99524782
Colombia,Natural gas (quad Btu),2022,0.370381892
Congo-Brazzaville,Natural gas (quad Btu),2022,0.01564021
Cote d'Ivoire,Natural gas (quad Btu),2022,0.094480618
Croatia,Natural gas (quad Btu),2022,0.026707954
Cuba,Natural gas (quad Btu),2022,0.02978199
Czechia,Natural gas (quad Btu),2022,0.008216826
Denmark,Natural gas (quad Btu),2022,0.077168812
Ecuador,Natural gas (quad Btu),2022,0.01010224
Egypt,Natural gas (quad Btu),2022,2.396556874
Equatorial Guinea,Natural gas (quad Btu),2022,0.253639826
France,Natural gas (quad Btu),2022,0.00080866
Gabon,Natural gas (quad Btu),2022,0.017119189
Georgia,Natural gas (quad Btu),2022,0.000290785
Germany,Natural gas (quad Btu),2022,0.154321912
Ghana,Natural gas (quad Btu),2022,0.118037986
Guatemala,Natural gas (quad Btu),2022,7.41E-05
Hungary,Natural gas (quad Btu),2022,0.051889427
India,Natural gas (quad Btu),2022,1.236783517
Indonesia,Natural gas (quad Btu),2022,2.209892319
Iran,Natural gas (quad Btu),2022,9.727297458
Iraq,Natural gas (quad Btu),2022,0.36456848
Ireland,Natural gas (quad Btu),2022,0.05181917
Israel,Natural gas (quad Btu),2022,0.780699072
Italy,Natural gas (quad Btu),2022,0.112564882
Japan,Natural gas (quad Btu),2022,0.08491437
Jordan,Natural gas (quad Btu),2022,0.005541769
Kazakhstan,Natural gas (quad Btu),2022,1.089345149
Kuwait,Natural gas (quad Btu),2022,0.632086349
Kyrgyzstan,Natural gas (quad Btu),2022,0.001147186
Libya,Natural gas (quad Btu),2022,0.442950359
Malaysia,Natural gas (quad Btu),2022,2.80593661
Mexico,Natural gas (quad Btu),2022,1.145593825
Morocco,Natural gas (quad Btu),2022,0.0030189
Mozambique,Natural gas (quad Btu),2022,0.21969886
Netherlands,Natural gas (quad Btu),2022,0.565936173
New Zealand,Natural gas (quad Btu),2022,0.140170051
Niger,Natural gas (quad Btu),2022,0.001083793
Nigeria,Natural gas (quad Btu),2022,1.477173672
Norway,Natural gas (quad Btu),2022,4.770363055
Oman,Natural gas (quad Btu),2022,1.445182098
Pakistan,Natural gas (quad Btu),2022,0.860363332
Papua New Guinea,Natural gas (quad Btu),2022,0.442591342
Peru,Natural gas (quad Btu),2022,0.5830805
Philippines,Natural gas (quad Btu),2022,0.110109157
Poland,Natural gas (quad Btu),2022,0.148314814
Qatar,Natural gas (quad Btu),2022,6.647981618
Romania,Natural gas (quad Btu),2022,0.327928308
Russia,Natural gas (quad Btu),2022,24.61658765
Rwanda,Natural gas (quad Btu),2022,0.002338288
Saudi Arabia,Natural gas (quad Btu),2022,4.50609335
Senegal,Natural gas (quad Btu),2022,0.001099941
Serbia,Natural gas (quad Btu),2022,0.01240449
Slovakia,Natural gas (quad Btu),2022,0.001938905
Slovenia,Natural gas (quad Btu),2022,0.00014599
South Africa,Natural gas (quad Btu),2022,0.002489688
Spain,Natural gas (quad Btu),2022,0.001579134
Suriname,Natural gas (quad Btu),2022,0.000263437
Syria,Natural gas (quad Btu),2022,0.100016837
Taiwan,Natural gas (quad Btu),2022,0.002301996
Tajikistan,Natural gas (quad Btu),2022,0.000683131
Tanzania,Natural gas (quad Btu),2022,0.066858611
Thailand,Natural gas (quad Btu),2022,1.062564456
Timor-Leste,Natural gas (quad Btu),2022,0.108993566
Trinidad and Tobago,Natural gas (quad Btu),2022,0.997477331
Tunisia,Natural gas (quad Btu),2022,0.058203281
Turkiye,Natural gas (quad Btu),2022,0.013775052
Turkmenistan,Natural gas (quad Btu),2022,3.197271714
Ukraine,Natural gas (quad Btu),2022,0.588924421
United Arab Emirates,Natural gas (quad Btu),2022,2.023261047
United Kingdom,Natural gas (quad Btu),2022,1.436284635
United States,Natural gas (quad Btu),2022,37.56012039
Uzbekistan,Natural gas (quad Btu),2022,1.732322499
Venezuela,Natural gas (quad Btu),2022,0.901597674
Vietnam,Natural gas (quad Btu),2022,0.28083436
Yemen,Natural gas (quad Btu),2022,0.000393407
Afghanistan,Natural gas (quad Btu),2020,0.003140122
Albania,Natural gas (quad Btu),2020,0.001965963
Algeria,Natural gas (quad Btu),2020,3.162318268
Angola,Natural gas (quad Btu),2020,0.274151872
Argentina,Natural gas (quad Btu),2020,1.479978283
Australia,Natural gas (quad Btu),2020,5.391858732
Austria,Natural gas (quad Btu),2020,0.027438091
Azerbaijan,Natural gas (quad Btu),2020,0.908651959
Bahrain,Natural gas (quad Btu),2020,0.663726014
Bangladesh,Natural gas (quad Btu),2020,0.925053828
Barbados,Natural gas (quad Btu),2020,0.00041123
Belarus,Natural gas (quad Btu),2020,0.002452248
Belgium,Natural gas (quad Btu),2020,0.000219317
Bolivia,Natural gas (quad Btu),2020,0.558413728
Brazil,Natural gas (quad Btu),2020,0.784566164
Brunei,Natural gas (quad Btu),2020,0.460794254
Bulgaria,Natural gas (quad Btu),2020,0.002229218
Burma,Natural gas (quad Btu),2020,0.624769774
Cameroon,Natural gas (quad Btu),2020,0.088215882
Canada,Natural gas (quad Btu),2020,6.2761313
Chile,Natural gas (quad Btu),2020,0.050698347
China,Natural gas (quad Btu),2020,6.94032413
Colombia,Natural gas (quad Btu),2020,0.370890125
Congo-Brazzaville,Natural gas (quad Btu),2020,0.0149677
Cote d'Ivoire,Natural gas (quad Btu),2020,0.082689146
Croatia,Natural gas (quad Btu),2020,0.030653856
Cuba,Natural gas (quad Btu),2020,0.031571479
Czechia,Natural gas (quad Btu),2020,0.006917253
Denmark,Natural gas (quad Btu),2020,0.071703528
Ecuador,Natural gas (quad Btu),2020,0.010751004
Egypt,Natural gas (quad Btu),2020,2.22906469
Equatorial Guinea,Natural gas (quad Btu),2020,0.188506713
France,Natural gas (quad Btu),2020,0.000707664
Gabon,Natural gas (quad Btu),2020,0.018561194
Georgia,Natural gas (quad Btu),2020,0.000202514
Germany,Natural gas (quad Btu),2020,0.16407917
Ghana,Natural gas (quad Btu),2020,0.095366338
Greece,Natural gas (quad Btu),2020,0.000298134
Guatemala,Natural gas (quad Btu),2020,4.93E-05
Hungary,Natural gas (quad Btu),2020,0.057397983
India,Natural gas (quad Btu),2020,1.022687351
Indonesia,Natural gas (quad Btu),2020,2.278513834
Iran,Natural gas (quad Btu),2020,9.265245573
Iraq,Natural gas (quad Btu),2020,0.272501998
Ireland,Natural gas (quad Btu),2020,0.073352028
Israel,Natural gas (quad Btu),2020,0.545132948
Italy,Natural gas (quad Btu),2020,0.145185322
Japan,Natural gas (quad Btu),2020,0.090747678
Jordan,Natural gas (quad Btu),2020,0.005502066
Kazakhstan,Natural gas (quad Btu),2020,0.854890552
Kuwait,Natural gas (quad Btu),2020,0.513343577
Kyrgyzstan,Natural gas (quad Btu),2020,0.000871194
Libya,Natural gas (quad Btu),2020,0.396979249
Malaysia,Natural gas (quad Btu),2020,2.411911129
Mexico,Natural gas (quad Btu),2020,1.069614894
Moldova,Natural gas (quad Btu),2020,0.00000035
Morocco,Natural gas (quad Btu),2020,0.003842515
Mozambique,Natural gas (quad Btu),2020,0.207440253
Netherlands,Natural gas (quad Btu),2020,0.7588399
New Zealand,Natural gas (quad Btu),2020,0.168186182
Niger,Natural gas (quad Btu),2020,0.001425562
Nigeria,Natural gas (quad Btu),2020,1.721739221
Norway,Natural gas (quad Btu),2020,4.363841518
Oman,Natural gas (quad Btu),2020,1.272224241
Pakistan,Natural gas (quad Btu),2020,0.989944312
Papua New Guinea,Natural gas (quad Btu),2020,0.438952962
Peru,Natural gas (quad Btu),2020,0.512458498
Philippines,Natural gas (quad Btu),2020,0.140001167
Poland,Natural gas (quad Btu),2020,0.151398254
Qatar,Natural gas (quad Btu),2020,6.536303431
Romania,Natural gas (quad Btu),2020,0.322856473
Russia,Natural gas (quad Btu),2020,25.34955519
Rwanda,Natural gas (quad Btu),2020,0.002157241
Saudi Arabia,Natural gas (quad Btu),2020,4.206836718
Senegal,Natural gas (quad Btu),2020,0.002027994
Serbia,Natural gas (quad Btu),2020,0.015158609
Slovakia,Natural gas (quad Btu),2020,0.002306073
Slovenia,Natural gas (quad Btu),2020,0.000184957
South Africa,Natural gas (quad Btu),2020,0.043476129
South Korea,Natural gas (quad Btu),2020,0.007325502
Spain,Natural gas (quad Btu),2020,0.002233402
Suriname,Natural gas (quad Btu),2020,0.000241651
Syria,Natural gas (quad Btu),2020,0.114736401
Taiwan,Natural gas (quad Btu),2020,0.002674519
Tajikistan,Natural gas (quad Btu),2020,0.000683131
Tanzania,Natural gas (quad Btu),2020,0.043959202
Thailand,Natural gas (quad Btu),2020,1.18882045
Timor-Leste,Natural gas (quad Btu),2020,0.249913891
Trinidad and Tobago,Natural gas (quad Btu),2020,1.139839073
Tunisia,Natural gas (quad Btu),2020,0.045168054
Turkiye,Natural gas (quad Btu),2020,0.015998125
Turkmenistan,Natural gas (quad Btu),2020,2.944720802
Ukraine,Natural gas (quad Btu),2020,0.65350433
United Arab Emirates,Natural gas (quad Btu),2020,2.054328599
United Kingdom,Natural gas (quad Btu),2020,1.500804624
United States,Natural gas (quad Btu),2020,35.06214088
Uzbekistan,Natural gas (quad Btu),2020,1.649932285
Venezuela,Natural gas (quad Btu),2020,0.730607801
Vietnam,Natural gas (quad Btu),2020,0.31240042
Yemen,Natural gas (quad Btu),2020,0.000393407
Afghanistan,Renewables and other (quad Btu),2020,0.003596397
Albania,Renewables and other (quad Btu),2020,0.018129732
Algeria,Renewables and other (quad Btu),2020,0.002980847
American Samoa,Renewables and other (quad Btu),2020,1.71E-05
Angola,Renewables and other (quad Btu),2020,0.043667623
Antigua and Barbuda,Renewables and other (quad Btu),2020,5.46E-05
Argentina,Renewables and other (quad Btu),2020,0.201410025
Armenia,Renewables and other (quad Btu),2020,0.006541076
Aruba,Renewables and other (quad Btu),2020,0.000552767
Australia,Renewables and other (quad Btu),2020,0.246448926
Austria,Renewables and other (quad Btu),2020,0.234618934
Azerbaijan,Renewables and other (quad Btu),2020,0.00500866
Bahrain,Renewables and other (quad Btu),2020,6.48E-05
Bangladesh,Renewables and other (quad Btu),2020,0.004272973
Barbados,Renewables and other (quad Btu),2020,0.000242748
Belarus,Renewables and other (quad Btu),2020,0.007800708
Belgium,Renewables and other (quad Btu),2020,0.136692286
Belize,Renewables and other (quad Btu),2020,0.002082867
Benin,Renewables and other (quad Btu),2020,2.42E-05
Bermuda,Renewables and other (quad Btu),2020,5.26E-05
Bhutan,Renewables and other (quad Btu),2020,0.038799463
Bolivia,Renewables and other (quad Btu),2020,0.017778689
Bosnia and Herzegovina,Renewables and other (quad Btu),2020,0.017072398
Botswana,Renewables and other (quad Btu),2020,2.05E-05
Brazil,Renewables and other (quad Btu),2020,3.028697685
British Virgin Islands,Renewables and other (quad Btu),2020,1.36E-05
Brunei,Renewables and other (quad Btu),2020,6.82E-06
Bulgaria,Renewables and other (quad Btu),2020,0.039933983
Burkina Faso,Renewables and other (quad Btu),2020,0.001524671
Burma,Renewables and other (quad Btu),2020,0.032572605
Burundi,Renewables and other (quad Btu),2020,0.000979768
Cabo Verde,Renewables and other (quad Btu),2020,0.000249086
Cambodia,Renewables and other (quad Btu),2020,0.015464605
Cameroon,Renewables and other (quad Btu),2020,0.018287197
Canada,Renewables and other (quad Btu),2020,1.577215192
Cayman Islands,Renewables and other (quad Btu),2020,6.82E-05
Central African Republic,Renewables and other (quad Btu),2020,0.000511821
Chad,Renewables and other (quad Btu),2020,0.000125267
Chile,Renewables and other (quad Btu),2020,0.166238091
China,Renewables and other (quad Btu),2020,8.388937128
Colombia,Renewables and other (quad Btu),2020,0.213315111
Congo-Brazzaville,Renewables and other (quad Btu),2020,0.003572512
Congo-Kinshasa,Renewables and other (quad Btu),2020,0.042786287
Cook Islands,Renewables and other (quad Btu),2020,4.44E-05
Costa Rica,Renewables and other (quad Btu),2020,0.040974857
Cote d'Ivoire,Renewables and other (quad Btu),2020,0.012137424
Croatia,Renewables and other (quad Btu),2020,0.030950848
Cuba,Renewables and other (quad Btu),2020,0.005985237
Cyprus,Renewables and other (quad Btu),2020,0.002360574
Czechia,Renewables and other (quad Btu),2020,0.075190664
Denmark,Renewables and other (quad Btu),2020,0.118558169
Djibouti,Renewables and other (quad Btu),2020,3.41E-06
Dominica,Renewables and other (quad Btu),2020,6.89E-05
Dominican Republic,Renewables and other (quad Btu),2020,0.011767364
Ecuador,Renewables and other (quad Btu),2020,0.089990527
Egypt,Renewables and other (quad Btu),2020,0.088245609
El Salvador,Renewables and other (quad Btu),2020,0.022632155
Equatorial Guinea,Renewables and other (quad Btu),2020,0.001668878
Eritrea,Renewables and other (quad Btu),2020,0.000174019
Estonia,Renewables and other (quad Btu),2020,0.020716904
Eswatini,Renewables and other (quad Btu),2020,0.002888451
Ethiopia,Renewables and other (quad Btu),2020,0.053412037
Falkland Islands,Renewables and other (quad Btu),2020,1.36E-05
Faroe Islands,Renewables and other (quad Btu),2020,0.00054448
Fiji,Renewables and other (quad Btu),2020,0.00293446
Finland,Renewables and other (quad Btu),2020,0.201590567
France,Renewables and other (quad Btu),2020,0.58720917
French Polynesia,Renewables and other (quad Btu),2020,0.000693006
Gabon,Renewables and other (quad Btu),2020,0.004948572
"Gambia, The",Renewables and other (quad Btu),2020,1.71E-05
Georgia,Renewables and other (quad Btu),2020,0.028458782
Germany,Renewables and other (quad Btu),2020,1.303617103
Ghana,Renewables and other (quad Btu),2020,0.025254708
Greece,Renewables and other (quad Btu),2020,0.069770715
Greenland,Renewables and other (quad Btu),2020,0.001489154
Grenada,Renewables and other (quad Btu),2020,0.000014331
Guam,Renewables and other (quad Btu),2020,0.000276383
Guatemala,Renewables and other (quad Btu),2020,0.04744941
Guinea,Renewables and other (quad Btu),2020,0.005172807
Guinea-Bissau,Renewables and other (quad Btu),2020,1.02E-05
Guyana,Renewables and other (quad Btu),2020,0.000126146
Haiti,Renewables and other (quad Btu),2020,0.000508409
Honduras,Renewables and other (quad Btu),2020,0.027453734
Hong Kong,Renewables and other (quad Btu),2020,0.001407165
Hungary,Renewables and other (quad Btu),2020,0.050043617
Iceland,Renewables and other (quad Btu),2020,0.064463203
India,Renewables and other (quad Btu),2020,1.288754335
Indonesia,Renewables and other (quad Btu),2020,0.551565925
Iran,Renewables and other (quad Btu),2020,0.080081389
Iraq,Renewables and other (quad Btu),2020,0.015486442
Ireland,Renewables and other (quad Btu),2020,0.05592366
Israel,Renewables and other (quad Btu),2020,0.013818603
Italy,Renewables and other (quad Btu),2020,0.558786282
Jamaica,Renewables and other (quad Btu),2020,0.002316708
Japan,Renewables and other (quad Btu),2020,0.982722706
Jordan,Renewables and other (quad Btu),2020,0.013404888
Kazakhstan,Renewables and other (quad Btu),2020,0.041882111
Kenya,Renewables and other (quad Btu),2020,0.03848261
Kiribati,Renewables and other (quad Btu),2020,2.05E-05
Kosovo,Renewables and other (quad Btu),2020,0.001244749
Kuwait,Renewables and other (quad Btu),2020,0.000303681
Kyrgyzstan,Renewables and other (quad Btu),2020,0.047698328
